champion,champion_id,skin_id,skin_num,skin_name,chromas,price,release_date,imagePath,splashPath,loadingPath,isEsports,isPrestige,isChroma,patch
Evelynn,28,28031,31,Prestige K/DA Evelynn (2022),False,,2022-04-01,/assets/splash/Evelynn_31_Prestige_K-DA_Evelynn_(2022).jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Evelynn_31.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/loading/Evelynn_31.jpg,False,True,False,16.1.1
Evelynn,28,28032,32,Spirit Blossom Evelynn,True,1350,2022-10-06,/assets/splash/Evelynn_32_Spirit_Blossom_Evelynn.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Evelynn_32.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/loading/Evelynn_32.jpg,False,False,False,16.1.1
Evelynn,28,28042,42,Soul Fighter Evelynn,True,1350,2023-08-03,/assets/splash/Evelynn_42_Soul_Fighter_Evelynn.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Evelynn_42.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/loading/Evelynn_42.jpg,False,False,False,16.1.1
Evelynn,28,28052,52,High Noon Evelynn,True,1350,2024-03-20,/assets/splash/Evelynn_52_High_Noon_Evelynn.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Evelynn_52.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/loading/Evelynn_52.jpg,False,False,False,16.1.1
Evelynn,28,28053,53,Prestige High Noon Evelynn,False,1650,2024-03-20,/assets/splash/Evelynn_53_Prestige_High_Noon_Evelynn.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Evelynn_53.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/loading/Evelynn_53.jpg,False,True,False,16.1.1
Evelynn,28,28064,64,Nightbringer Evelynn,False,Battle Pass,2025-06-25,/assets/splash/Evelynn_64_Nightbringer_Evelynn.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Evelynn_64.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/loading/Evelynn_64.jpg,False,False,False,16.1.1
Ezreal,81,81001,1,Nottingham Ezreal,False,520,2010-03-16,/assets/splash/Ezreal_1_Nottingham_Ezreal.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Ezreal_1.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/loading/Ezreal_1.jpg,False,False,False,16.1.1
Ezreal,81,81002,2,Striker Ezreal,False,520,2010-06-24,/assets/splash/Ezreal_2_Striker_Ezreal.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Ezreal_2.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/loading/Ezreal_2.jpg,False,False,False,16.1.1
Ezreal,81,81003,3,Frosted Ezreal,True,520,2010-06-28,/assets/splash/Ezreal_3_Frosted_Ezreal.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Ezreal_3.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/loading/Ezreal_3.jpg,False,False,False,16.1.1
Ezreal,81,81004,4,Explorer Ezreal,False,750,2010-10-18,/assets/splash/Ezreal_4_Explorer_Ezreal.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Ezreal_4.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/loading/Ezreal_4.jpg,False,False,False,16.1.1
Ezreal,81,81005,5,Pulsefire Ezreal,False,3250,2012-06-29,/assets/splash/Ezreal_5_Pulsefire_Ezreal.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Ezreal_5.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/loading/Ezreal_5.jpg,False,False,False,16.1.1
Ezreal,81,81006,6,TPA Ezreal,False,750,2013-05-23,/assets/splash/Ezreal_6_TPA_Ezreal.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Ezreal_6.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/loading/Ezreal_6.jpg,True,False,False,16.1.1
Ezreal,81,81007,7,Debonair Ezreal,True,750,2014-08-06,/assets/splash/Ezreal_7_Debonair_Ezreal.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Ezreal_7.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/loading/Ezreal_7.jpg,False,False,False,16.1.1
Ezreal,81,81008,8,Ace of Spades Ezreal,False,750,2015-05-20,/assets/splash/Ezreal_8_Ace_of_Spades_Ezreal.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Ezreal_8.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/loading/Ezreal_8.jpg,False,False,False,16.1.1
Ezreal,81,81009,9,Arcade Ezreal,False,1350,2016-08-24,/assets/splash/Ezreal_9_Arcade_Ezreal.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Ezreal_9.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/loading/Ezreal_9.jpg,False,False,False,16.1.1
Ezreal,81,81018,18,Star Guardian Ezreal,False,1350,2017-09-06,/assets/splash/Ezreal_18_Star_Guardian_Ezreal.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Ezreal_18.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/loading/Ezreal_18.jpg,False,False,False,16.1.1
Ezreal,81,81019,19,SSG Ezreal,True,1350,2018-07-20,/assets/splash/Ezreal_19_SSG_Ezreal.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Ezreal_19.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/loading/Ezreal_19.jpg,True,False,False,16.1.1
Ezreal,81,81020,20,Pajama Guardian Ezreal,False,1350,2018-11-21,/assets/splash/Ezreal_20_Pajama_Guardian_Ezreal.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Ezreal_20.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/loading/Ezreal_20.jpg,False,False,False,16.1.1
Ezreal,81,81021,21,Battle Academia Ezreal,True,1820,2019-05-15,/assets/splash/Ezreal_21_Battle_Academia_Ezreal.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Ezreal_21.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/loading/Ezreal_21.jpg,False,False,False,16.1.1
Ezreal,81,81022,22,PsyOps Ezreal,False,1350,2020-09-03,/assets/splash/Ezreal_22_PsyOps_Ezreal.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Ezreal_22.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/loading/Ezreal_22.jpg,False,False,False,16.1.1
Ezreal,81,81023,23,Prestige PsyOps Ezreal,False,,2020-09-03,/assets/splash/Ezreal_23_Prestige_PsyOps_Ezreal.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Ezreal_23.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/loading/Ezreal_23.jpg,False,True,False,16.1.1
Ezreal,81,81025,25,Porcelain Protector Ezreal,False,1820,2022-01-26,/assets/splash/Ezreal_25_Porcelain_Protector_Ezreal.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Ezreal_25.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/loading/Ezreal_25.jpg,False,False,False,16.1.1
Ezreal,81,81033,33,Faerie Court Ezreal,False,1350,2023-03-23,/assets/splash/Ezreal_33_Faerie_Court_Ezreal.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Ezreal_33.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/loading/Ezreal_33.jpg,False,False,False,16.1.1
Ezreal,81,81043,43,HEARTSTEEL Ezreal,False,1350,2023-11-08,/assets/splash/Ezreal_43_HEARTSTEEL_Ezreal.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Ezreal_43.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/loading/Ezreal_43.jpg,False,False,False,16.1.1
Ezreal,81,81044,44,Heavenscale Ezreal,True,1350,2024-02-07,/assets/splash/Ezreal_44_Heavenscale_Ezreal.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Ezreal_44.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/loading/Ezreal_44.jpg,False,False,False,16.1.1
Ezreal,81,81054,54,Prestige Heavenscale Ezreal,False,,2024-02-07,/assets/splash/Ezreal_54_Prestige_Heavenscale_Ezreal.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Ezreal_54.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/loading/Ezreal_54.jpg,False,True,False,16.1.1
Ezreal,81,81065,65,Masque of the Black Rose Ezreal,False,1350,2025-01-09,/assets/splash/Ezreal_65_Masque_of_the_Black_Rose_Ezreal.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Ezreal_65.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/loading/Ezreal_65.jpg,False,False,False,16.1.1
Fiddlesticks,9,9001,1,Spectral Fiddlesticks,False,520,2010-02-12,/assets/splash/Fiddlesticks_1_Spectral_Fiddlesticks.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Fiddlesticks_1.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/loading/Fiddlesticks_1.jpg,False,False,False,16.1.1
Fiddlesticks,9,9002,2,Union Jack Fiddlesticks,False,520,2010-02-12,/assets/splash/Fiddlesticks_2_Union_Jack_Fiddlesticks.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Fiddlesticks_2.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/loading/Fiddlesticks_2.jpg,False,False,False,16.1.1
Fiddlesticks,9,9003,3,Bandito Fiddlesticks,True,520,2010-08-16,/assets/splash/Fiddlesticks_3_Bandito_Fiddlesticks.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Fiddlesticks_3.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/loading/Fiddlesticks_3.jpg,False,False,False,16.1.1
Fiddlesticks,9,9004,4,Pumpkinhead Fiddlesticks,False,520,2010-10-18,/assets/splash/Fiddlesticks_4_Pumpkinhead_Fiddlesticks.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Fiddlesticks_4.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/loading/Fiddlesticks_4.jpg,False,False,False,16.1.1
Fiddlesticks,9,9005,5,Fiddle Me Timbers,False,750,2011-08-15,/assets/splash/Fiddlesticks_5_Fiddle_Me_Timbers.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Fiddlesticks_5.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/loading/Fiddlesticks_5.jpg,False,False,False,16.1.1
Fiddlesticks,9,9006,6,Surprise Party Fiddlesticks,True,975,2011-10-27,/assets/splash/Fiddlesticks_6_Surprise_Party_Fiddlesticks.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Fiddlesticks_6.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/loading/Fiddlesticks_6.jpg,False,False,False,16.1.1
Fiddlesticks,9,9007,7,Dark Candy Fiddlesticks,False,975,2012-12-14,/assets/splash/Fiddlesticks_7_Dark_Candy_Fiddlesticks.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Fiddlesticks_7.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/loading/Fiddlesticks_7.jpg,False,False,False,16.1.1
Fiddlesticks,9,9008,8,Risen Fiddlesticks,False,1350,2015-04-30,/assets/splash/Fiddlesticks_8_Risen_Fiddlesticks.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Fiddlesticks_8.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/loading/Fiddlesticks_8.jpg,False,False,False,16.1.1
Fiddlesticks,9,9009,9,Praetorian Fiddlesticks,True,1350,2018-11-08,/assets/splash/Fiddlesticks_9_Praetorian_Fiddlesticks.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Fiddlesticks_9.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/loading/Fiddlesticks_9.jpg,False,False,False,16.1.1
Fiddlesticks,9,9027,27,Star Nemesis Fiddlesticks,True,1350,2022-07-14,https://ddragon.leagueoflegends.com/cdn/img/champion/loading/Fiddlesticks_27.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Fiddlesticks_27.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/loading/Fiddlesticks_27.jpg,False,False,False,16.1.1
Fiddlesticks,9,9037,37,Blood Moon Fiddlesticks,True,1350,2024-04-17,https://ddragon.leagueoflegends.com/cdn/img/champion/loading/Fiddlesticks_37.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Fiddlesticks_37.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/loading/Fiddlesticks_37.jpg,False,False,False,16.1.1
Fiddlesticks,9,9046,46,Flora Fatalis Fiddlesticks,True,1350,,https://ddragon.leagueoflegends.com/cdn/img/champion/loading/Fiddlesticks_46.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Fiddlesticks_46.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/loading/Fiddlesticks_46.jpg,False,False,False,16.1.1
Fiora,114,114001,1,Royal Guard Fiora,False,520,2012-02-29,/assets/splash/Fiora_1_Royal_Guard_Fiora.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Fiora_1.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/loading/Fiora_1.jpg,False,False,False,16.1.1
Fiora,114,114002,2,Nightraven Fiora,False,750,2012-02-29,/assets/splash/Fiora_2_Nightraven_Fiora.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Fiora_2.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/loading/Fiora_2.jpg,False,False,False,16.1.1
Fiora,114,114003,3,Headmistress Fiora,True,975,2012-10-26,/assets/splash/Fiora_3_Headmistress_Fiora.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Fiora_3.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/loading/Fiora_3.jpg,False,False,False,16.1.1
Fiora,114,114004,4,PROJECT: Fiora,True,1350,2015-09-07,/assets/splash/Fiora_4_PROJECT_Fiora.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Fiora_4.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/loading/Fiora_4.jpg,False,False,False,16.1.1
Fiora,114,114005,5,Pool Party Fiora,True,1350,2016-07-14,/assets/splash/Fiora_5_Pool_Party_Fiora.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Fiora_5.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/loading/Fiora_5.jpg,False,False,False,16.1.1
Fiora,114,114022,22,Soaring Sword Fiora,False,1350,2017-09-21,/assets/splash/Fiora_22_Soaring_Sword_Fiora.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Fiora_22.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/loading/Fiora_22.jpg,False,False,False,16.1.1
Fiora,114,114023,23,Heartpiercer Fiora,True,1350,2019-02-14,/assets/splash/Fiora_23_Heartpiercer_Fiora.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Fiora_23.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/loading/Fiora_23.jpg,False,False,False,16.1.1
Fiora,114,114031,31,iG Fiora,True,1350,2019-04-23,/assets/splash/Fiora_31_iG_Fiora.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Fiora_31.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/loading/Fiora_31.jpg,False,False,False,16.1.1
Fiora,114,114041,41,Pulsefire Fiora,False,1350,2020-05-14,/assets/splash/Fiora_41_Pulsefire_Fiora.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Fiora_41.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/loading/Fiora_41.jpg,False,False,False,16.1.1
Fiora,114,114050,50,Lunar Beast Fiora,False,1350,2021-02-04,/assets/splash/Fiora_50_Lunar_Beast_Fiora.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Fiora_50.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/loading/Fiora_50.jpg,False,False,False,16.1.1
Fiora,114,114051,51,Prestige Lunar Beast Fiora,False,,2021-02-04,/assets/splash/Fiora_51_Prestige_Lunar_Beast_Fiora.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Fiora_51.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/loading/Fiora_51.jpg,False,True,False,16.1.1
Fiora,114,114060,60,Bewitching Fiora,False,1350,2021-10-07,/assets/splash/Fiora_60_Bewitching_Fiora.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Fiora_60.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/loading/Fiora_60.jpg,False,False,False,16.1.1
Fiora,114,114069,69,Faerie Court Fiora,True,1350,2023-03-23,/assets/splash/Fiora_69_Faerie_Court_Fiora.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Fiora_69.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/loading/Fiora_69.jpg,False,False,False,16.1.1
Fiora,114,114080,80,Dragonmancer Fiora,False,1350,2024-01-09,/assets/splash/Fiora_80_Dragonmancer_Fiora.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Fiora_80.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/loading/Fiora_80.jpg,False,False,False,16.1.1
Fiora,114,114089,89,Battle Queen Fiora,True,1350,2024-08-28,/assets/splash/Fiora_89_Battle_Queen_Fiora.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Fiora_89.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/loading/Fiora_89.jpg,False,False,False,16.1.1
Fiora,114,114098,98,Victorious Fiora,True,,0000-00-00,/assets/splash/Fiora_98_Victorious_Fiora.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Fiora_98.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/loading/Fiora_98.jpg,False,False,False,16.1.1
Fizz,105,105001,1,Atlantean Fizz,False,520,2011-11-15,/assets/splash/Fizz_1_Atlantean_Fizz.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Fizz_1.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/loading/Fizz_1.jpg,False,False,False,16.1.1
Fizz,105,105002,2,Tundra Fizz,False,750,2011-11-15,/assets/splash/Fizz_2_Tundra_Fizz.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Fizz_2.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/loading/Fizz_2.jpg,False,False,False,16.1.1
Fizz,105,105003,3,Fisherman Fizz,False,975,2012-04-19,/assets/splash/Fizz_3_Fisherman_Fizz.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Fizz_3.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/loading/Fizz_3.jpg,False,False,False,16.1.1
Fizz,105,105004,4,Void Fizz,False,1350,2014-04-09,/assets/splash/Fizz_4_Void_Fizz.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Fizz_4.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/loading/Fizz_4.jpg,False,False,False,16.1.1
Fizz,105,105008,8,Cottontail Fizz,False,975,2015-08-26,/assets/splash/Fizz_8_Cottontail_Fizz.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Fizz_8.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/loading/Fizz_8.jpg,False,False,False,16.1.1
Fizz,105,105009,9,Super Galaxy Fizz,False,1350,2016-05-25,/assets/splash/Fizz_9_Super_Galaxy_Fizz.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Fizz_9.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/loading/Fizz_9.jpg,False,False,False,16.1.1
Fizz,105,105010,10,Omega Squad Fizz,True,1350,2017-07-26,/assets/splash/Fizz_10_Omega_Squad_Fizz.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Fizz_10.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/loading/Fizz_10.jpg,False,False,False,16.1.1
Fizz,105,105014,14,Fuzz Fizz,False,1350,2019-03-27,/assets/splash/Fizz_14_Fuzz_Fizz.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Fizz_14.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/loading/Fizz_14.jpg,False,False,False,16.1.1
Fizz,105,105015,15,Prestige Fuzz Fizz,False,,2019-03-27,/assets/splash/Fizz_15_Prestige_Fuzz_Fizz.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Fizz_15.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/loading/Fizz_15.jpg,False,True,False,16.1.1
Fizz,105,105016,16,Little Devil Fizz,True,1350,2020-10-22,/assets/splash/Fizz_16_Little_Devil_Fizz.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Fizz_16.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/loading/Fizz_16.jpg,False,False,False,16.1.1
Fizz,105,105025,25,Prestige Fuzz Fizz (2022),False,,2022-04-01,/assets/splash/Fizz_25_Prestige_Fuzz_Fizz_(2022).jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Fizz_25.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/loading/Fizz_25.jpg,False,True,False,16.1.1
Fizz,105,105026,26,Astronaut Fizz,True,1350,2023-02-23,/assets/splash/Fizz_26_Astronaut_Fizz.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Fizz_26.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/loading/Fizz_26.jpg,False,False,False,16.1.1
Fizz,105,105035,35,Rain Shepherd Fizz,True,1350,2024-06-26,/assets/splash/Fizz_35_Rain_Shepherd_Fizz.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Fizz_35.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/loading/Fizz_35.jpg,False,False,False,16.1.1
Galio,3,3001,1,Enchanted Galio,False,520,2010-08-10,/assets/splash/Galio_1_Enchanted_Galio.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Galio_1.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/loading/Galio_1.jpg,False,False,False,16.1.1
Galio,3,3002,2,Hextech Galio,False,520,2010-08-10,/assets/splash/Galio_2_Hextech_Galio.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Galio_2.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/loading/Galio_2.jpg,False,False,False,16.1.1
Galio,3,3003,3,Commando Galio,False,520,2011-01-17,/assets/splash/Galio_3_Commando_Galio.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Galio_3.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/loading/Galio_3.jpg,False,False,False,16.1.1
Galio,3,3004,4,Gatekeeper Galio,False,1820,2012-04-23,/assets/splash/Galio_4_Gatekeeper_Galio.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Galio_4.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/loading/Galio_4.jpg,False,False,False,16.1.1
Galio,3,3005,5,Debonair Galio,False,750,2015-04-16,/assets/splash/Galio_5_Debonair_Galio.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Galio_5.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/loading/Galio_5.jpg,False,False,False,16.1.1
Galio,3,3006,6,Birdio,True,975,2018-03-29,/assets/splash/Galio_6_Birdio.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Galio_6.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/loading/Galio_6.jpg,False,False,False,16.1.1
Galio,3,3013,13,Infernal Galio,True,1350,2019-09-05,/assets/splash/Galio_13_Infernal_Galio.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Galio_13.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/loading/Galio_13.jpg,False,False,False,16.1.1
Galio,3,3019,19,Dragon Guardian Galio,True,1350,2021-04-15,/assets/splash/Galio_19_Dragon_Guardian_Galio.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Galio_19.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/loading/Galio_19.jpg,False,False,False,16.1.1
Galio,3,3028,28,Mythmaker Galio,True,1350,2023-01-12,/assets/splash/Galio_28_Mythmaker_Galio.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Galio_28.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/loading/Galio_28.jpg,False,False,False,16.1.1
Gangplank,41,41001,1,Spooky Gangplank,False,520,2009-11-20,/assets/splash/Gangplank_1_Spooky_Gangplank.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Gangplank_1.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/loading/Gangplank_1.jpg,False,False,False,16.1.1
Gangplank,41,41002,2,Minuteman Gangplank,False,520,2010-07-08,/assets/splash/Gangplank_2_Minuteman_Gangplank.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Gangplank_2.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/loading/Gangplank_2.jpg,False,False,False,16.1.1
Gangplank,41,41003,3,Sailor Gangplank,False,750,2011-01-10,/assets/splash/Gangplank_3_Sailor_Gangplank.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Gangplank_3.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/loading/Gangplank_3.jpg,False,False,False,16.1.1
Gangplank,41,41004,4,Toy Soldier Gangplank,False,975,2011-12-14,/assets/splash/Gangplank_4_Toy_Soldier_Gangplank.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Gangplank_4.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/loading/Gangplank_4.jpg,False,False,False,16.1.1
Gangplank,41,41005,5,Special Forces Gangplank,False,975,2012-09-04,/assets/splash/Gangplank_5_Special_Forces_Gangplank.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Gangplank_5.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/loading/Gangplank_5.jpg,False,False,False,16.1.1
Gangplank,41,41006,6,Sultan Gangplank,False,975,2013-09-25,/assets/splash/Gangplank_6_Sultan_Gangplank.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Gangplank_6.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/loading/Gangplank_6.jpg,False,False,False,16.1.1
Gangplank,41,41007,7,Captain Gangplank,False,975,2015-08-04,/assets/splash/Gangplank_7_Captain_Gangplank.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Gangplank_7.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/loading/Gangplank_7.jpg,False,False,False,16.1.1
Gangplank,41,41008,8,Dreadnova Gangplank,True,1350,2017-01-10,/assets/splash/Gangplank_8_Dreadnova_Gangplank.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Gangplank_8.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/loading/Gangplank_8.jpg,False,False,False,16.1.1
Gangplank,41,41014,14,Pool Party Gangplank,True,1350,2018-08-02,/assets/splash/Gangplank_14_Pool_Party_Gangplank.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Gangplank_14.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/loading/Gangplank_14.jpg,False,False,False,16.1.1
