champion,champion_id,skin_id,skin_num,skin_name,chromas,patch
Galio,3,3006,6,Birdio,True,16.1.1
Galio,3,3013,13,Infernal Galio,True,16.1.1
Galio,3,3019,19,Dragon Guardian Galio,True,16.1.1
Galio,3,3028,28,Mythmaker Galio,True,16.1.1
Gangplank,41,41000,0,default,False,16.1.1
Gangplank,41,41001,1,Spooky Gangplank,False,16.1.1
Gangplank,41,41002,2,Minuteman Gangplank,False,16.1.1
Gangplank,41,41003,3,Sailor Gangplank,False,16.1.1
Gangplank,41,41004,4,Toy Soldier Gangplank,False,16.1.1
Gangplank,41,41005,5,Special Forces Gangplank,False,16.1.1
Gangplank,41,41006,6,Sultan Gangplank,False,16.1.1
Gangplank,41,41007,7,Captain Gangplank,False,16.1.1
Gangplank,41,41008,8,Dreadnova Gangplank,True,16.1.1
Gangplank,41,41014,14,Pool Party Gangplank,True,16.1.1
Gangplank,41,41021,21,FPX Gangplank,True,16.1.1
Gangplank,41,41023,23,Gangplank the Betrayer,True,16.1.1
Gangplank,41,41033,33,PROJECT: Gangplank,True,16.1.1
Garen,86,86000,0,default,True,16.1.1
Garen,86,86001,1,Sanguine Garen,False,16.1.1
Garen,86,86002,2,Desert Trooper Garen,False,16.1.1
Garen,86,86003,3,Commando Garen,False,16.1.1
Garen,86,86004,4,Dreadknight Garen,False,16.1.1
Garen,86,86005,5,Rugged Garen,False,16.1.1
Garen,86,86006,6,Steel Legion Garen,False,16.1.1
Garen,86,86010,10,Rogue Admiral Garen,False,16.1.1
Garen,86,86011,11,Warring Kingdoms Garen,True,16.1.1
Garen,86,86013,13,God-King Garen,False,16.1.1
Garen,86,86014,14,Demacia Vice Garen,True,16.1.1
Garen,86,86022,22,Mecha Kingdoms Garen,False,16.1.1
Garen,86,86023,23,Prestige Mecha Kingdoms Garen,False,16.1.1
Garen,86,86024,24,Battle Academia Garen,True,16.1.1
Garen,86,86033,33,Mythmaker Garen,True,16.1.1
Garen,86,86044,44,Fallen God-King Garen,False,16.1.1
Garen,86,86046,46,Visions of the Fallen Garen,False,16.1.1
Gnar,150,150000,0,default,False,16.1.1
Gnar,150,150001,1,Dino Gnar,True,16.1.1
Gnar,150,150002,2,Gentleman Gnar,False,16.1.1
Gnar,150,150003,3,Snow Day Gnar,False,16.1.1
Gnar,150,150004,4,El León Gnar,False,16.1.1
Gnar,150,150013,13,Super Galaxy Gnar,False,16.1.1
Gnar,150,150014,14,SSG Gnar,True,16.1.1
Gnar,150,150015,15,Astronaut Gnar,True,16.1.1
Gnar,150,150022,22,Elderwood Gnar,True,16.1.1
Gnar,150,150031,31,La Ilusión Gnar,True,16.1.1
Gnar,150,150041,41,T1 Gnar,True,16.1.1
Gragas,79,79000,0,default,False,16.1.1
Gragas,79,79001,1,Scuba Gragas,False,16.1.1
Gragas,79,79002,2,Hillbilly Gragas,False,16.1.1
Gragas,79,79003,3,Santa Gragas,False,16.1.1
Gragas,79,79004,4,"Gragas, Esq.",False,16.1.1
Gragas,79,79005,5,Vandal Gragas,False,16.1.1
Gragas,79,79006,6,Oktoberfest Gragas,False,16.1.1
Gragas,79,79007,7,Superfan Gragas,False,16.1.1
Gragas,79,79008,8,Fnatic Gragas,False,16.1.1
Gragas,79,79009,9,Gragas Caskbreaker,False,16.1.1
Gragas,79,79010,10,Arctic Ops Gragas,False,16.1.1
Gragas,79,79011,11,Warden Gragas,True,16.1.1
Gragas,79,79020,20,Space Groove Gragas,True,16.1.1
Gragas,79,79029,29,High Noon Gragas,True,16.1.1
Gragas,79,79039,39,Music Fan Gragas,True,16.1.1
Graves,104,104000,0,default,False,16.1.1
Graves,104,104001,1,Hired Gun Graves,False,16.1.1
Graves,104,104002,2,Jailbreak Graves,False,16.1.1
Graves,104,104003,3,Crime City Graves,False,16.1.1
Graves,104,104004,4,Riot Graves,False,16.1.1
Graves,104,104005,5,Pool Party Graves,True,16.1.1
Graves,104,104006,6,Cutthroat Graves,False,16.1.1
Graves,104,104007,7,Snow Day Graves,True,16.1.1
Graves,104,104014,14,Victorious Graves,True,16.1.1
Graves,104,104018,18,Praetorian Graves,True,16.1.1
Graves,104,104025,25,Battle Professor Graves,True,16.1.1
Graves,104,104035,35,Sentinel Graves,True,16.1.1
Graves,104,104042,42,EDG Graves,True,16.1.1
Graves,104,104045,45,Porcelain Graves,False,16.1.1
Gwen,887,887000,0,default,False,16.1.1
Gwen,887,887001,1,Space Groove Gwen,True,16.1.1
Gwen,887,887011,11,Cafe Cuties Gwen,True,16.1.1
Gwen,887,887020,20,Soul Fighter Gwen,True,16.1.1
Gwen,887,887030,30,Battle Queen Gwen,True,16.1.1
Gwen,887,887039,39,Rain Shepherd Gwen,True,16.1.1
Hecarim,120,120000,0,default,False,16.1.1
Hecarim,120,120001,1,Blood Knight Hecarim,False,16.1.1
Hecarim,120,120002,2,Reaper Hecarim,False,16.1.1
Hecarim,120,120003,3,Headless Hecarim,False,16.1.1
Hecarim,120,120004,4,Arcade Hecarim,False,16.1.1
Hecarim,120,120005,5,Elderwood Hecarim,False,16.1.1
Hecarim,120,120006,6,Worldbreaker Hecarim,False,16.1.1
Hecarim,120,120007,7,Lancer Zero Hecarim,False,16.1.1
Hecarim,120,120008,8,High Noon Hecarim,True,16.1.1
Hecarim,120,120014,14,Cosmic Charger Hecarim,True,16.1.1
Hecarim,120,120022,22,Arcana Hecarim,True,16.1.1
Hecarim,120,120031,31,Winterblessed Hecarim,True,16.1.1
Hecarim,120,120041,41,Nightbringer Hecarim,True,16.1.1
Heimerdinger,74,74000,0,default,False,16.1.1
Heimerdinger,74,74001,1,Alien Invader Heimerdinger,False,16.1.1
Heimerdinger,74,74002,2,Blast Zone Heimerdinger,False,16.1.1
Heimerdinger,74,74003,3,Piltover Customs Heimerdinger,False,16.1.1
Heimerdinger,74,74004,4,Snowmerdinger,False,16.1.1
Heimerdinger,74,74005,5,Hazmat Heimerdinger,False,16.1.1
Heimerdinger,74,74006,6,Dragon Trainer Heimerdinger,False,16.1.1
Heimerdinger,74,74015,15,Pool Party Heimerdinger,False,16.1.1
Heimerdinger,74,74024,24,Heimerstinger,False,16.1.1
Heimerdinger,74,74033,33,Arcane Professor Heimerdinger,False,16.1.1
Hwei,910,910000,0,default,False,16.1.1
Hwei,910,910001,1,Winterblessed Hwei,True,16.1.1
Hwei,910,910011,11,Spirit Blossom Hwei,True,16.1.1
Illaoi,420,420000,0,default,False,16.1.1
Illaoi,420,420001,1,Void Bringer Illaoi,False,16.1.1
Illaoi,420,420002,2,Resistance Illaoi,True,16.1.1
Illaoi,420,420010,10,Cosmic Invoker Illaoi,True,16.1.1
Illaoi,420,420018,18,Snow Moon Illaoi,True,16.1.1
Illaoi,420,420027,27,Battle Bear Illaoi,True,16.1.1
Irelia,39,39000,0,default,False,16.1.1
Irelia,39,39001,1,Nightblade Irelia,False,16.1.1
Irelia,39,39002,2,Aviator Irelia,False,16.1.1
Irelia,39,39003,3,Infiltrator Irelia,False,16.1.1
Irelia,39,39004,4,Frostblade Irelia,True,16.1.1
Irelia,39,39005,5,Order of the Lotus Irelia,False,16.1.1
Irelia,39,39006,6,Divine Sword Irelia,True,16.1.1
Irelia,39,39015,15,iG Irelia,True,16.1.1
Irelia,39,39016,16,PROJECT: Irelia,False,16.1.1
Irelia,39,39017,17,Prestige PROJECT: Irelia,False,16.1.1
Irelia,39,39018,18,High Noon Irelia,True,16.1.1
Irelia,39,39026,26,Sentinel Irelia,True,16.1.1
Irelia,39,39036,36,Prestige PROJECT: Irelia (2022),False,16.1.1
Irelia,39,39037,37,Mythmaker Irelia,True,16.1.1
Irelia,39,39045,45,Porcelain Irelia,True,16.1.1
Irelia,39,39055,55,Spirit Blossom Irelia,True,16.1.1
Ivern,427,427000,0,default,False,16.1.1
Ivern,427,427001,1,Candy King Ivern,False,16.1.1
Ivern,427,427002,2,Dunkmaster Ivern,True,16.1.1
Ivern,427,427011,11,Old God Ivern,True,16.1.1
Ivern,427,427020,20,Astronaut Ivern,True,16.1.1
Ivern,427,427030,30,Spirit Blossom Ivern,False,16.1.1
Janna,40,40000,0,default,False,16.1.1
Janna,40,40001,1,Tempest Janna,False,16.1.1
Janna,40,40002,2,Hextech Janna,False,16.1.1
Janna,40,40003,3,Frost Queen Janna,False,16.1.1
Janna,40,40004,4,Victorious Janna,False,16.1.1
Janna,40,40005,5,Forecast Janna,False,16.1.1
Janna,40,40006,6,Fnatic Janna,False,16.1.1
Janna,40,40007,7,Star Guardian Janna,False,16.1.1
Janna,40,40008,8,Sacred Sword Janna,True,16.1.1
Janna,40,40013,13,Bewitching Janna,True,16.1.1
Janna,40,40020,20,Guardian of the Sands Janna,True,16.1.1
Janna,40,40027,27,Battle Queen Janna,True,16.1.1
Janna,40,40036,36,Crystal Rose Janna,True,16.1.1
Janna,40,40045,45,Cyber Halo Janna,True,16.1.1
Janna,40,40046,46,Prestige Cyber Halo Janna,False,16.1.1
Janna,40,40056,56,Heavenscale Janna,True,16.1.1
Janna,40,40066,66,Dawnbringer Janna,False,16.1.1
JarvanIV,59,59000,0,default,False,16.1.1
JarvanIV,59,59001,1,Commando Jarvan IV,False,16.1.1
JarvanIV,59,59002,2,Dragonslayer Jarvan IV,False,16.1.1
JarvanIV,59,59003,3,Darkforge Jarvan IV,False,16.1.1
JarvanIV,59,59004,4,Victorious Jarvan IV,False,16.1.1
JarvanIV,59,59005,5,Warring Kingdoms Jarvan IV,True,16.1.1
JarvanIV,59,59006,6,Fnatic Jarvan IV,False,16.1.1
JarvanIV,59,59007,7,Dark Star Jarvan IV,True,16.1.1
JarvanIV,59,59008,8,SSG Jarvan IV,True,16.1.1
JarvanIV,59,59009,9,Hextech Jarvan IV,False,16.1.1
JarvanIV,59,59011,11,Pool Party Jarvan IV,True,16.1.1
JarvanIV,59,59021,21,Lunar Beast Jarvan IV,True,16.1.1
JarvanIV,59,59030,30,Worlds 2021 Jarvan IV,False,16.1.1
JarvanIV,59,59035,35,Nightbringer Jarvan IV,False,16.1.1
JarvanIV,59,59044,44,Mythmaker Jarvan IV,False,16.1.1
JarvanIV,59,59054,54,Prestige Visions of the Fallen Jarvan IV,False,16.1.1
Jax,24,24000,0,default,False,16.1.1
Jax,24,24001,1,The Mighty Jax,False,16.1.1
Jax,24,24002,2,Vandal Jax,False,16.1.1
Jax,24,24003,3,Angler Jax,False,16.1.1
Jax,24,24004,4,PAX Jax,False,16.1.1
Jax,24,24005,5,Jaximus,False,16.1.1
Jax,24,24006,6,Temple Jax,False,16.1.1
Jax,24,24007,7,Nemesis Jax,True,16.1.1
Jax,24,24008,8,SKT T1 Jax,False,16.1.1
Jax,24,24012,12,Warden Jax,False,16.1.1
Jax,24,24013,13,God Staff Jax,False,16.1.1
Jax,24,24014,14,Mecha Kingdoms Jax,True,16.1.1
Jax,24,24020,20,Conqueror Jax,False,16.1.1
Jax,24,24021,21,Prestige Conqueror Jax,False,16.1.1
Jax,24,24022,22,Empyrean Jax,True,16.1.1
Jax,24,24032,32,Neo PAX Jax,False,16.1.1
Jax,24,24033,33,PROJECT: Jax,True,16.1.1
Jayce,126,126000,0,default,False,16.1.1
Jayce,126,126001,1,Full Metal Jayce,False,16.1.1
Jayce,126,126002,2,Debonair Jayce,False,16.1.1
Jayce,126,126003,3,Forsaken Jayce,False,16.1.1
Jayce,126,126004,4,Jayce Brighthammer,False,16.1.1
Jayce,126,126005,5,Battle Academia Jayce,True,16.1.1
Jayce,126,126015,15,Resistance Jayce,True,16.1.1
Jayce,126,126024,24,Arcane Inventor Jayce,False,16.1.1
Jayce,126,126025,25,Zenith Games Jayce,True,16.1.1
Jayce,126,126034,34,T1 Jayce,True,16.1.1
Jayce,126,126035,35,Arcane Survivor Jayce,False,16.1.1
Jayce,126,126036,36,Prestige T1 Jayce,False,16.1.1
Jhin,202,202000,0,default,False,16.1.1
Jhin,202,202001,1,High Noon Jhin,True,16.1.1
Jhin,202,202002,2,Blood Moon Jhin,False,16.1.1
Jhin,202,202003,3,SKT T1 Jhin,False,16.1.1
Jhin,202,202004,4,PROJECT: Jhin,False,16.1.1
Jhin,202,202005,5,Dark Cosmic Jhin,False,16.1.1
Jhin,202,202014,14,Shan Hai Scrolls Jhin,True,16.1.1
Jhin,202,202023,23,DWG Jhin,True,16.1.1
Jhin,202,202025,25,Empyrean Jhin,True,16.1.1
Jhin,202,202036,36,Soul Fighter Jhin,False,16.1.1
Jhin,202,202037,37,Dark Cosmic Erasure Jhin,True,16.1.1
Jhin,202,202047,47,Mythmaker Jhin,False,16.1.1
Jhin,202,202055,55,Arcana Jhin,False,16.1.1
Jinx,222,222000,0,default,False,16.1.1
Jinx,222,222001,1,Crime City Jinx,False,16.1.1
Jinx,222,222002,2,Firecracker Jinx,True,16.1.1
Jinx,222,222003,3,Zombie Slayer Jinx,True,16.1.1
Jinx,222,222004,4,Star Guardian Jinx,True,16.1.1
Jinx,222,222012,12,Ambitious Elf Jinx,False,16.1.1
Jinx,222,222013,13,Odyssey Jinx,True,16.1.1
Jinx,222,222020,20,PROJECT: Jinx,True,16.1.1
Jinx,222,222029,29,Heartseeker Jinx,True,16.1.1
Jinx,222,222037,37,Arcane Enemy Jinx,False,16.1.1
Jinx,222,222038,38,Battle Cat Jinx,True,16.1.1
Jinx,222,222040,40,Prestige Battle Cat Jinx,False,16.1.1
Jinx,222,222051,51,Cafe Cuties Jinx,True,16.1.1
Jinx,222,222060,60,Arcane Fractured Jinx,False,16.1.1
Jinx,222,222062,62,T1 Jinx,False,16.1.1
Kaisa,145,145000,0,default,False,16.1.1
Kaisa,145,145001,1,Bullet Angel Kai'Sa,True,16.1.1
Kaisa,145,145014,14,K/DA Kai'Sa,False,16.1.1
Kaisa,145,145015,15,Prestige K/DA Kai'Sa,False,16.1.1
Kaisa,145,145016,16,iG Kai'Sa,False,16.1.1
Kaisa,145,145017,17,Arcade Kai'Sa,False,16.1.1
Kaisa,145,145026,26,K/DA ALL OUT Kai'Sa,False,16.1.1
Kaisa,145,145027,27,Prestige K/DA ALL OUT Kai'Sa,False,16.1.1
Kaisa,145,145029,29,Lagoon Dragon Kai'Sa,False,16.1.1
Kaisa,145,145039,39,Prestige K/DA Kai'Sa (2022),False,16.1.1
Kaisa,145,145040,40,Star Guardian Kai'Sa,False,16.1.1
Kaisa,145,145048,48,Inkshadow Kai'Sa,False,16.1.1
Kaisa,145,145059,59,Heavenscale Kai'Sa,False,16.1.1
Kaisa,145,145069,69,Dark Star Kai'Sa,False,16.1.1
Kaisa,145,145070,70,Risen Legend Kai'Sa,False,16.1.1
Kaisa,145,145071,71,Immortalized Legend Kai'Sa,False,16.1.1
Kalista,429,429000,0,default,False,16.1.1
Kalista,429,429001,1,Blood Moon Kalista,False,16.1.1
Kalista,429,429002,2,Worlds 2015 Kalista,True,16.1.1
Kalista,429,429003,3,SKT T1 Kalista,False,16.1.1
Kalista,429,429005,5,Marauder Kalista,True,16.1.1
Kalista,429,429014,14,Faerie Court Kalista,True,16.1.1
Kalista,429,429024,24,Dawnbringer Kalista,True,16.1.1
Karma,43,43000,0,default,False,16.1.1
Karma,43,43001,1,Sun Goddess Karma,False,16.1.1
Karma,43,43002,2,Sakura Karma,False,16.1.1
Karma,43,43003,3,Traditional Karma,False,16.1.1
Karma,43,43004,4,Order of the Lotus Karma,False,16.1.1
Karma,43,43005,5,Warden Karma,False,16.1.1
Karma,43,43006,6,Winter Wonder Karma,False,16.1.1
Karma,43,43007,7,Conqueror Karma,True,16.1.1
Karma,43,43008,8,Dark Star Karma,True,16.1.1
Karma,43,43019,19,Dawnbringer Karma,False,16.1.1
Karma,43,43026,26,Odyssey Karma,False,16.1.1
Karma,43,43027,27,Ruined Karma,True,16.1.1
Karma,43,43044,44,Tranquility Dragon Karma,False,16.1.1
Karma,43,43054,54,Faerie Queen Karma,False,16.1.1
Karma,43,43061,61,Infernal Karma,False,16.1.1
Karma,43,43070,70,Spirit Blossom Karma,False,16.1.1
Karthus,30,30000,0,default,False,16.1.1
Karthus,30,30001,1,Phantom Karthus,False,16.1.1
Karthus,30,30002,2,Statue of Karthus,False,16.1.1
Karthus,30,30003,3,Grim Reaper Karthus,True,16.1.1
Karthus,30,30004,4,Pentakill Karthus,False,16.1.1
Karthus,30,30005,5,Fnatic Karthus,False,16.1.1
Karthus,30,30009,9,Karthus Lightsbane,False,16.1.1
Karthus,30,30010,10,Infernal Karthus,True,16.1.1
Karthus,30,30017,17,Pentakill III: Lost Chapter Karthus,True,16.1.1
Karthus,30,30026,26,Elderwood Karthus,True,16.1.1
Karthus,30,30035,35,Arcana Karthus,True,16.1.1
Kassadin,38,38000,0,default,False,16.1.1
Kassadin,38,38001,1,Festival Kassadin,False,16.1.1
Kassadin,38,38002,2,Deep One Kassadin,False,16.1.1
Kassadin,38,38003,3,Pre-Void Kassadin,False,16.1.1
Kassadin,38,38004,4,Harbinger Kassadin,False,16.1.1
Kassadin,38,38005,5,Cosmic Reaver Kassadin,False,16.1.1
Kassadin,38,38006,6,Count Kassadin,True,16.1.1
Kassadin,38,38014,14,Hextech Kassadin,False,16.1.1
Kassadin,38,38015,15,Shockblade Kassadin,False,16.1.1
Kassadin,38,38024,24,Dragonmancer Kassadin,False,16.1.1
Katarina,55,55000,0,default,False,16.1.1
Katarina,55,55001,1,Mercenary Katarina,False,16.1.1
Katarina,55,55002,2,Red Card Katarina,False,16.1.1
Katarina,55,55003,3,Bilgewater Katarina,False,16.1.1
Katarina,55,55004,4,Kitty Cat Katarina,False,16.1.1
Katarina,55,55005,5,High Command Katarina,False,16.1.1
Katarina,55,55006,6,Sandstorm Katarina,False,16.1.1
Katarina,55,55007,7,Slay Belle Katarina,False,16.1.1
Katarina,55,55008,8,Warring Kingdoms Katarina,True,16.1.1
Katarina,55,55009,9,PROJECT: Katarina,False,16.1.1
Katarina,55,55010,10,Death Sworn Katarina,False,16.1.1
Katarina,55,55012,12,Battle Academia Katarina,True,16.1.1
Katarina,55,55021,21,Blood Moon Katarina,True,16.1.1
Katarina,55,55029,29,Battle Queen Katarina,True,16.1.1
Katarina,55,55037,37,High Noon Katarina,True,16.1.1
Katarina,55,55047,47,Faerie Court Katarina,True,16.1.1
Katarina,55,55048,48,Prestige Faerie Court Katarina,False,16.1.1
Katarina,55,55059,59,Chosen of the Wolf Katarina,False,16.1.1
Katarina,55,55060,60,Prestige Masque of the Black Rose Katarina,True,16.1.1
Kayle,10,10000,0,default,False,16.1.1
Kayle,10,10001,1,Silver Kayle,False,16.1.1
Kayle,10,10002,2,Viridian Kayle,True,16.1.1
Kayle,10,10003,3,Transcended Kayle,False,16.1.1
Kayle,10,10004,4,Battleborn Kayle,False,16.1.1
Kayle,10,10005,5,Judgment Kayle,False,16.1.1
Kayle,10,10006,6,Aether Wing Kayle,True,16.1.1
Kayle,10,10007,7,Riot Kayle,False,16.1.1
Kayle,10,10008,8,Iron Inquisitor Kayle,False,16.1.1
Kayle,10,10009,9,Pentakill Kayle,False,16.1.1
Kayle,10,10015,15,PsyOps Kayle,True,16.1.1
Kayle,10,10024,24,Dragonslayer Kayle,True,16.1.1
Kayle,10,10033,33,Pentakill III: Lost Chapter Kayle,True,16.1.1
Kayle,10,10042,42,Sun-Eater Kayle,True,16.1.1
Kayle,10,10057,57,Immortal Journey Kayle,True,16.1.1
Kayle,10,10066,66,Empyrean Kayle,True,16.1.1
Kayle,10,10067,67,Prestige Empyrean Kayle,False,16.1.1
Kayle,10,10078,78,Spirit Blossom Kayle,True,16.1.1
Kayn,141,141000,0,default,False,16.1.1
Kayn,141,141001,1,Soulhunter Kayn,False,16.1.1
Kayn,141,141002,2,Odyssey Kayn,True,16.1.1
Kayn,141,141008,8,Nightbringer Kayn,True,16.1.1
Kayn,141,141009,9,Prestige Nightbringer Kayn,False,16.1.1
Kayn,141,141015,15,Snow Moon Kayn,True,16.1.1
Kayn,141,141020,20,HEARTSTEEL Kayn,True,16.1.1
Kayn,141,141026,26,Battle Academia Kayn,True,16.1.1
Kennen,85,85000,0,default,False,16.1.1
Kennen,85,85001,1,Deadly Kennen,False,16.1.1
Kennen,85,85002,2,Swamp Master Kennen,False,16.1.1
Kennen,85,85003,3,Karate Kennen,False,16.1.1
Kennen,85,85004,4,Kennen M.D.,True,16.1.1
Kennen,85,85005,5,Arctic Ops Kennen,False,16.1.1
Kennen,85,85006,6,Blood Moon Kennen,False,16.1.1
Kennen,85,85007,7,Super Kennen,False,16.1.1
Kennen,85,85008,8,Infernal Kennen,True,16.1.1
Kennen,85,85023,23,DWG Kennen,True,16.1.1
Kennen,85,85025,25,Astronaut Kennen,True,16.1.1
Khazix,121,121000,0,default,False,16.1.1
Khazix,121,121001,1,Mecha Kha'Zix,True,16.1.1
Khazix,121,121002,2,Guardian of the Sands Kha'Zix,False,16.1.1
Khazix,121,121003,3,Death Blossom Kha'Zix,False,16.1.1
Khazix,121,121004,4,Dark Star Kha'Zix,False,16.1.1
Khazix,121,121011,11,Worlds 2018 Kha'Zix,True,16.1.1
Khazix,121,121060,60,Odyssey Kha'Zix,False,16.1.1
Khazix,121,121069,69,Lunar Guardian Kha'Zix,False,16.1.1
Khazix,121,121079,79,Crystalis Indomitus Kha'Zix,False,16.1.1
Kindred,203,203000,0,default,False,16.1.1
Kindred,203,203001,1,Shadowfire Kindred,False,16.1.1
Kindred,203,203002,2,Super Galaxy Kindred,False,16.1.1
Kindred,203,203003,3,Spirit Blossom Kindred,True,16.1.1
Kindred,203,203012,12,Porcelain Kindred,True,16.1.1
Kindred,203,203022,22,Woof and Lamb Kindred,True,16.1.1
Kindred,203,203023,23,DRX Kindred,True,16.1.1
Kindred,203,203033,33,Prestige Porcelain Kindred,False,16.1.1
Kindred,203,203034,34,Chosen of the Wolf Kindred,True,16.1.1
Kled,240,240000,0,default,False,16.1.1
Kled,240,240001,1,Sir Kled,False,16.1.1
Kled,240,240002,2,Count Kledula,True,16.1.1
Kled,240,240009,9,Marauder Kled,True,16.1.1
Kled,240,240018,18,Kibble-Head Kled,True,16.1.1
KogMaw,96,96000,0,default,False,16.1.1
KogMaw,96,96001,1,Caterpillar Kog'Maw,False,16.1.1
KogMaw,96,96002,2,Sonoran Kog'Maw,False,16.1.1
KogMaw,96,96003,3,Monarch Kog'Maw,False,16.1.1
KogMaw,96,96004,4,Reindeer Kog'Maw,False,16.1.1
KogMaw,96,96005,5,Lion Dance Kog'Maw,False,16.1.1
KogMaw,96,96006,6,Deep Sea Kog'Maw,False,16.1.1
KogMaw,96,96007,7,Jurassic Kog'Maw,False,16.1.1
KogMaw,96,96008,8,Battlecast Kog'Maw,False,16.1.1
KogMaw,96,96009,9,Pug'Maw,True,16.1.1
KogMaw,96,96010,10,Hextech Kog'Maw,False,16.1.1
KogMaw,96,96019,19,Arcanist Kog'Maw,True,16.1.1
KogMaw,96,96028,28,Bee'Maw,True,16.1.1
KogMaw,96,96037,37,Zap'Maw,True,16.1.1
KogMaw,96,96046,46,Shan Hai Scrolls Kog'Maw,True,16.1.1
KogMaw,96,96055,55,Victorious Kog'Maw,True,16.1.1
KSante,897,897000,0,default,False,16.1.1
KSante,897,897001,1,Empyrean K'Sante,True,16.1.1
KSante,897,897002,2,Prestige Empyrean K'Sante,False,16.1.1
KSante,897,897008,8,HEARTSTEEL K'Sante,True,16.1.1
Leblanc,7,7000,0,default,False,16.1.1
Leblanc,7,7001,1,Wicked LeBlanc,False,16.1.1
Leblanc,7,7002,2,Prestigious LeBlanc,True,16.1.1
Leblanc,7,7003,3,Mistletoe LeBlanc,False,16.1.1
Leblanc,7,7004,4,Ravenborn LeBlanc,False,16.1.1
Leblanc,7,7005,5,Elderwood LeBlanc,False,16.1.1
Leblanc,7,7012,12,Program LeBlanc,True,16.1.1
Leblanc,7,7019,19,iG LeBlanc,True,16.1.1
Leblanc,7,7020,20,Coven LeBlanc,True,16.1.1
Leblanc,7,7029,29,Worlds 2020 LeBlanc,True,16.1.1
Leblanc,7,7033,33,Prestige Coven LeBlanc,False,16.1.1
Leblanc,7,7035,35,Debonair LeBlanc,True,16.1.1
Leblanc,7,7045,45,Bewitching LeBlanc,True,16.1.1
Leblanc,7,7055,55,Risen Legend LeBlanc,True,16.1.1
LeeSin,64,64000,0,default,False,16.1.1
LeeSin,64,64001,1,Traditional Lee Sin,False,16.1.1
LeeSin,64,64002,2,Acolyte Lee Sin,False,16.1.1
LeeSin,64,64003,3,Dragon Fist Lee Sin,True,16.1.1
LeeSin,64,64004,4,Muay Thai Lee Sin,True,16.1.1
LeeSin,64,64005,5,Pool Party Lee Sin,False,16.1.1
LeeSin,64,64006,6,SKT T1 Lee Sin,False,16.1.1
LeeSin,64,64010,10,Knockout Lee Sin,False,16.1.1
LeeSin,64,64011,11,God Fist Lee Sin,False,16.1.1
LeeSin,64,64012,12,Playmaker Lee Sin,True,16.1.1
LeeSin,64,64027,27,Nightbringer Lee Sin,False,16.1.1
LeeSin,64,64028,28,Prestige Nightbringer Lee Sin,False,16.1.1
LeeSin,64,64029,29,FPX Lee Sin,False,16.1.1
LeeSin,64,64031,31,Storm Dragon Lee Sin,False,16.1.1
LeeSin,64,64039,39,Prestige Nightbringer Lee Sin (2022),False,16.1.1
LeeSin,64,64041,41,Zenith Games Lee Sin,False,16.1.1
LeeSin,64,64051,51,Heavenscale Lee Sin,False,16.1.1
LeeSin,64,64052,52,Divine Heavenscale Lee Sin,False,16.1.1
LeeSin,64,64068,68,T1 Lee Sin,False,16.1.1
LeeSin,64,64072,72,Inkshadow Lee Sin,False,16.1.1
Leona,89,89000,0,default,False,16.1.1
Leona,89,89001,1,Valkyrie Leona,False,16.1.1
Leona,89,89002,2,Defender Leona,False,16.1.1
Leona,89,89003,3,Iron Solari Leona,False,16.1.1
Leona,89,89004,4,Pool Party Leona,True,16.1.1
Leona,89,89008,8,PROJECT: Leona,False,16.1.1
Leona,89,89009,9,Barbecue Leona,False,16.1.1
Leona,89,89010,10,Solar Eclipse Leona,False,16.1.1
Leona,89,89011,11,Lunar Eclipse Leona,False,16.1.1
Leona,89,89012,12,Mecha Kingdoms Leona,True,16.1.1
Leona,89,89021,21,Battle Academia Leona,True,16.1.1
Leona,89,89022,22,DWG Leona,True,16.1.1
Leona,89,89023,23,Prestige Battle Academia Leona,False,16.1.1
Leona,89,89033,33,Debonair Leona,True,16.1.1
Leona,89,89034,34,High Noon Leona,True,16.1.1
Leona,89,89050,50,Crystalis Motus Leona,True,16.1.1
Leona,89,89052,52,Battle Lion Leona,True,16.1.1
Leona,89,89053,53,Prestige Battle Lion Leona,False,16.1.1
Lillia,876,876000,0,default,False,16.1.1
Lillia,876,876001,1,Spirit Blossom Lillia,True,16.1.1
Lillia,876,876010,10,Nightbringer Lillia,True,16.1.1
Lillia,876,876019,19,Shan Hai Scrolls Lillia,True,16.1.1
Lillia,876,876028,28,Faerie Court Lillia,True,16.1.1
Lillia,876,876037,37,Bowling League Lillia,True,16.1.1
Lissandra,127,127000,0,default,False,16.1.1
Lissandra,127,127001,1,Bloodstone Lissandra,False,16.1.1
Lissandra,127,127002,2,Blade Queen Lissandra,False,16.1.1
Lissandra,127,127003,3,Program Lissandra,False,16.1.1
Lissandra,127,127004,4,Coven Lissandra,True,16.1.1
Lissandra,127,127012,12,Dark Cosmic Lissandra,True,16.1.1
Lissandra,127,127023,23,Porcelain Lissandra,True,16.1.1
Lissandra,127,127033,33,Prestige Porcelain Lissandra,False,16.1.1
Lissandra,127,127034,34,Space Groove Lissandra,True,16.1.1
Lissandra,127,127043,43,Flora Fatalis Lissandra,True,16.1.1
Lucian,236,236000,0,default,True,16.1.1
Lucian,236,236001,1,Hired Gun Lucian,False,16.1.1
Lucian,236,236002,2,Striker Lucian,False,16.1.1
Lucian,236,236006,6,PROJECT: Lucian,True,16.1.1
